,Temp,Enthalpy,Step
127,660.4639,-4.804943514022396,6100000.0
128,665.3369,-4.803816271925478,6150000.0
129,671.3675,-4.802105836884352,6200000.0
130,675.9446,-4.800950351798632,6250000.0
131,678.0272,-4.800017837677138,6300000.0
132,684.5901,-4.798700327024081,6350000.0
133,689.0186,-4.79722822316916,6400000.0
134,695.3879,-4.795957784164107,6450000.0
135,702.2407,-4.794169061539986,6500000.0
136,706.5184,-4.7930948369834505,6550000.0
137,709.4009,-4.791852640967198,6600000.0
138,716.4755,-4.790281934396988,6650000.0
139,720.3234,-4.789057576057873,6700000.0
140,725.7501,-4.787400654048161,6750000.0
141,728.1366,-4.78651818452086,6800000.0
142,735.7367,-4.784589237934793,6850000.0
143,739.9925,-4.783300465761569,6900000.0
144,739.9925,-4.783300465761569,6900000.0
145,746.5617,-4.781327915964721,6950000.0
146,748.4557,-4.780703597264889,7000000.0
147,755.4493,-4.779487166782281,7050000.0
148,759.5961,-4.777547319393519,7100000.0
149,765.3656,-4.776122782677634,7150000.0
150,768.7371,-4.775150133782579,7200000.0
151,774.1591,-4.773106233277178,7250000.0
152,781.5462,-4.771043008621544,7300000.0
153,785.119,-4.769915271033595,7350000.0
154,790.1371,-4.768398077494798,7400000.0
155,796.233,-4.766828857397681,7450000.0
156,801.2521,-4.76553166187692,7500000.0
157,804.0228,-4.764125458329205,7550000.0
158,809.5095,-4.76189921712417,7600000.0
159,816.9762,-4.760243781587554,7650000.0
160,819.3462,-4.758635913189972,7700000.0
161,826.3108,-4.757143989693787,7750000.0
162,832.0059,-4.754673471410167,7800000.0
163,837.8917,-4.752594391041522,7850000.0
164,839.4416,-4.751012783668616,7900000.0
165,844.0426,-4.74909671984937,7950000.0
166,849.7556,-4.747465563373303,8000000.0
167,855.1,-4.744786443365375,8050000.0
168,855.1,-4.744786443365375,8050000.0
169,861.0085,-4.742822316916064,8100000.0
170,865.9733,-4.741023684471311,8150000.0
171,869.9344,-4.7388925775443465,8200000.0
172,874.066,-4.7374913289069465,8250000.0
173,881.5477,-4.734845406798137,8300000.0
174,889.1189,-4.732024080864136,8350000.0
175,890.2116,-4.730328015062928,8400000.0
176,890.9648,-4.728702804479239,8450000.0
177,900.8639,-4.7259067485878505,8500000.0
178,906.9558,-4.723768209295412,8550000.0
179,911.661,-4.722009216133188,8600000.0
180,917.8794,-4.719876622733128,8650000.0
181,917.4425,-4.719025864631851,8700000.0
182,924.3163,-4.716627688038847,8750000.0
183,932.8562,-4.714389059558022,8800000.0
184,932.91,-4.7130363690417205,8850000.0
185,938.1991,-4.711140620354771,8900000.0
186,946.5995,-4.709155683282133,8950000.0
187,948.4162,-4.707805470220989,9000000.0
188,954.5135,-4.705297790109999,9050000.0
189,961.5666,-4.70309136854623,9100000.0
190,965.9138,-4.701526607868398,9150000.0
191,965.8448,-4.699976711921514,9200000.0
192,965.8448,-4.699976711921514,9200000.0
193,974.3334,-4.697814389059558,9250000.0
194,981.269,-4.695925577247052,9300000.0
195,982.4513,-4.6947656327420475,9350000.0
196,990.61,-4.691609850361708,9400000.0
197,993.5272,-4.69060549004063,9450000.0
198,999.8838,-4.688416906153999,9500000.0
199,1005.147,-4.686673768704787,9550000.0
200,1014.729,-4.683866316519671,9600000.0
201,1016.486,-4.682408086413636,9650000.0
202,1021.424,-4.680598553166188,9700000.0
203,1022.815,-4.679995540580715,9750000.0
204,1030.332,-4.6775651570706565,9800000.0
205,1033.051,-4.675593102764839,9850000.0
206,1042.342,-4.673582895649589,9900000.0
207,1043.07,-4.6717366960658016,9950000.0
208,1049.689,-4.66958824695273,10000000.0
209,1056.511,-4.667927856505797,10050000.0
210,1062.359,-4.665890892874839,10100000.0
211,1067.24,-4.664129422257457,10150000.0
212,1068.966,-4.663038846496878,10200000.0
213,1074.02,-4.661368546229314,10250000.0
214,1078.628,-4.659154692300069,10300000.0
215,1086.626,-4.657491328906947,10350000.0
216,1086.626,-4.657491328906947,10350000.0
217,1090.291,-4.655241304132395,10400000.0
218,1095.684,-4.6533093846001385,10450000.0
219,1100.439,-4.651442869884055,10500000.0
220,1104.988,-4.650122386284808,10550000.0
221,1110.652,-4.648093846001387,10600000.0
222,1115.402,-4.646335843821227,10650000.0
223,1119.995,-4.644637796055892,10700000.0
224,1127.079,-4.642614210682787,10750000.0
225,1129.753,-4.641164403924289,10800000.0
226,1138.396,-4.638496680210088,10850000.0
227,1139.468,-4.636807551283321,10900000.0
228,1145.517,-4.635527697948667,10950000.0
229,1151.173,-4.633321276384898,11000000.0
230,1156.663,-4.631358140917649,11050000.0
231,1163.286,-4.62965266078684,11100000.0
232,1166.401,-4.6280948369834505,11150000.0
233,1166.91,-4.626767416509761,11200000.0
234,1172.001,-4.624489148746408,11250000.0
235,1181.105,-4.622031017738579,11300000.0
236,1186.097,-4.621011792686552,11350000.0
237,1191.35,-4.618306411653949,11400000.0
238,1196.847,-4.617424437617679,11450000.0
239,1203.696,-4.615569814686355,11500000.0
